cmpdiupacname,rotbonds,hbonddonor,mf,cid,complexity,mw,heavycnt,cmpdname,polararea,cmpdinchikey,hbondacc,xlogp
"1,3-dimethyl-8-(4-methylanilino)-7H-purine-2,6-dione",2,2,C14H15N5O2,942103,435,285.301,21,SMR000149040,81.3,RLUMPOKYAUXRGW-UHFFFAOYSA-N,4,0.001
"7-benzyl-1,3-dimethyl-8-piperazin-1-ylpurine-2,6-dione",3,1,C18H22N6O2,978607,546,354.406,26,BDPX,73.7,QFSMMXJBEBXTJP-UHFFFAOYSA-N,5,0.001
"methyl 2-[8-[[benzyl(methyl)amino]methyl]-1,3-dimethyl-2,6-dioxopurin-7-yl]acetate",7,0,C19H23N5O4,978668,609,385.417,28,AC1LJREP,88,XYYJKXWTOHKBNZ-UHFFFAOYSA-N,6,0.001
"7-[(2-chlorophenyl)methyl]-1,3-dimethyl-8-piperazin-1-ylpurine-2,6-dione",3,1,C18H21ClN6O2,979136,586,388.851,27,F3259-0358,73.7,PDZWWGBRZISNRL-UHFFFAOYSA-N,5,0.001
"7-ethyl-1,3-dimethyl-8-(2-morpholin-4-ylethylsulfanyl)purine-2,6-dione",5,0,C15H23N5O3S,981045,488,353.439,24,BAS 02378850,96.2,MIDCCCMGAOQDAC-UHFFFAOYSA-N,6,0
"1,3-dimethyl-8-morpholin-4-yl-7-(2-phenylethyl)purine-2,6-dione",4,0,C19H23N5O3,981032,562,369.417,27,AC1LJWCI,70.9,IJUPDPUYWZPYMQ-UHFFFAOYSA-N,5,0.001
"4-tert-butyl-N-(1,3-dimethyl-2,6-dioxopyrimidin-4-yl)benzamide",3,1,C17H21N3O3,844290,540,315.366,23,SMR000017386,69.7,OWVIUKBVVOPIMQ-UHFFFAOYSA-N,3,0.002
"1,3-dimethyl-7-propylpurine-2,6-dione",2,0,C10H14N4O2,847168,320,222.243,16,CHEMBL26455,58.4,HGFWMGARSDHJFP-UHFFFAOYSA-N,3,0.4
"methyl 2-(1,3-dimethyl-2,6-dioxopurin-7-yl)acetate",3,0,C10H12N4O4,847172,399,252.226,18,BAS 01547080,84.7,OLVYPCHDIOWXLZ-UHFFFAOYSA-N,5,-0.4
"8-(ethylamino)-1,3-dimethyl-7-(3-phenylpropyl)purine-2,6-dione",6,1,C18H23N5O2,845377,494,341.407,25,BAS 03182732,70.5,RRFZYBOJKXIXGF-UHFFFAOYSA-N,4,0.002
"6-amino-1,3-dimethyl-5-[2-[(4-phenyl-5-sulfanylidene-1,3,4-thiadiazol-2-yl)sulfanyl]acetyl]pyrimidine-2,4-dione",5,1,C16H15N5O3S3,2448286,760,421.517,27,AC1M7T7J,182,PNPREFCXQHGUCH-UHFFFAOYSA-N,8,0.002
"8-(3-hydroxyphenyl)-1,3-dimethyl-7H-purine-2,6-dione",1,2,C13H12N4O3,848601,430,272.259,20,CHEMBL11054,89.5,UZPPSCQEEUUJSB-UHFFFAOYSA-N,4,1.8
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 2-(2,5-dimethylphenyl)-1,3-dioxoisoindole-5-carboxylate",6,1,C25H22N4O7,2448288,1050,490.464,36,T0518-1259,147,LKYDNUYTLNPCDV-UHFFFAOYSA-N,8,0.002
"1,3-dimethyl-7H-purine-2,6-dione;ethane-1,2-diamine",1,3,C9H16N6O2,441189,273,240.262,17,Euphylline,121,LHRHXWBJUQKYEL-UHFFFAOYSA-N,5,
"1,3,7-trimethyl-8-naphthalen-2-yloxypurine-2,6-dione",2,0,C18H16N4O3,845567,556,336.344,25,MLS000538928,67.7,JWBMNROGQMNFPZ-UHFFFAOYSA-N,4,2.7
"1,3-dimethyl-8-(4-propan-2-ylphenyl)-7H-purine-2,6-dione",2,1,C16H18N4O2,848598,459,298.339,22,CHEMBL10895,69.3,ZUJGXFRFKXBIRG-UHFFFAOYSA-N,3,3.3
"5-[[4-(azepan-1-yl)phenyl]methylidene]-1,3-dimethyl-1,3-diazinane-2,4,6-trione",2,0,C19H23N3O3,3962106,545,341.404,25,MLS000332914,60.9,XYAVSMAPPBOAKD-UHFFFAOYSA-N,4,0.002
"5-[(3-ethoxy-4-phenylmethoxy-5-prop-2-enylphenyl)methylidene]-1,3-dimethyl-1,3-diazinane-2,4,6-trione",8,0,C25H26N2O5,3411673,717,434.484,32,"5-[3-allyl-4-(benzyloxy)-5-ethoxybenzylidene]-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",76.2,XHRYWRSQXSVGQD-UHFFFAOYSA-N,5,0.004
"8-[[4-(3-chlorophenyl)piperazin-1-yl]methyl]-7-(2-ethoxyethyl)-1,3-dimethylpurine-2,6-dione",7,0,C22H29ClN6O3,4457766,676,460.957,32,SMR000016472,74.2,FROSGWYWCKPZKI-UHFFFAOYSA-N,6,0.001
"6-amino-1,3-dimethyl-5-[2-(N-methylanilino)acetyl]pyrimidine-2,4-dione",4,1,C15H18N4O3,2457625,523,302.328,22,AC1M6YLG,87,CFOPUQZLIFOWEG-UHFFFAOYSA-N,5,0.001
"6-amino-5-[2-[[3-(2,4-dimethylphenyl)-4-oxo-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-2-yl]sulfanyl]acetyl]-1,3-dimethylpyrimidine-2,4-dione",5,1,C26H27N5O4S2,2457799,1080,537.653,37,T5280920,170,HANPYRWUTVPDEG-UHFFFAOYSA-N,8,0.004
"1,3,7-trimethyl-8-(2-morpholin-4-ylethylsulfanyl)purine-2,6-dione",4,0,C14H21N5O3S,859793,473,339.413,23,"1,3,7-Trimethyl-8-(2-morpholin-4-yl-ethylsulfanyl)-3,7-dihydro-purine-2,6-dione",96.2,XMNXQDVUEXECOD-UHFFFAOYSA-N,6,0
"8-[(dimethylamino)methyl]-1,3-dimethyl-7H-purine-2,6-dione",2,1,C10H15N5O2,853496,346,237.258,17,BAS 07401413,72.5,PNBKDXJNLKRCBL-UHFFFAOYSA-N,4,-0.1
"8-(3,4-dihydro-1H-isoquinolin-2-yl)-7-[(2-fluorophenyl)methyl]-1,3-dimethylpurine-2,6-dione",3,0,C23H22FN5O2,989634,708,419.451,31,SMR000075786,61.7,BIQLSAIXCYFREG-UHFFFAOYSA-N,5,0.003
"7-[(4-chlorophenyl)methyl]-1,3-dimethyl-8-(4-methylpiperazin-1-yl)purine-2,6-dione",3,0,C19H23ClN6O2,986261,605,402.877,28,F0403-0023,64.9,JJSFGXVYIIOXLG-UHFFFAOYSA-N,5,0.002
"1,3-dimethyl-7-[(3-methylphenyl)methyl]-8-(4-methylpiperazin-1-yl)purine-2,6-dione",3,0,C20H26N6O2,983116,608,382.459,28,F1051-0001,64.9,KRVVDHSLLYPKNB-UHFFFAOYSA-N,5,0.001
"7-benzyl-1,3-dimethyl-8-(2-phenylethylamino)purine-2,6-dione",6,1,C22H23N5O2,983212,588,389.45,29,"7-benzyl-1,3-dimethyl-8-[(2-phenylethyl)amino]-3,7-dihydro-1H-purine-2,6-dione",70.5,RITMCBIAGVNBMU-UHFFFAOYSA-N,4,0.003
"5-amino-6-[(Z)-[2-amino-5-(1,3-benzodioxol-5-ylmethyl)imidazol-4-ylidene]amino]-1,3-dimethylpyrimidine-2,4-dione",3,2,C17H17N7O4,16104874,846,383.361,28,leucosolenamine A,148,BPZXNQQIFZPXQZ-UHFFFAOYSA-N,6,0
"8-(3-aminopiperidin-1-yl)-7-but-2-ynyl-1,3-dimethylpurine-2,6-dione",2,1,C16H22N6O2,24750280,596,330.384,24,CHEMBL237280,87.7,QMYNNIQBGKLJNX-UHFFFAOYSA-N,5,0
"2-acetyloxybenzoic acid;5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione;1,3,7-trimethylpurine-2,6-dione",7,3,C28H34N6O9,24847961,832,598.604,43,Axotal,197,YTPUIQCGRWDPTM-UHFFFAOYSA-N,10,
,2,4,C25H26N5O7+,24856337,1140,508.503,37,Exiguamine B,166,YOXFPJITBOPKPN-YMXBGEKHSA-O,8,-0.001
"methyl 2-[[(2S)-2-[(1,3-dimethyl-2,4-dioxopteridine-6-carbonyl)amino]-4-methylsulfanylbutanoyl]amino]benzoate",9,2,C22H24N6O6S,101905111,843,500.527,35,Penilumamide B,176,BOEKMUKDDSBLKQ-AWEZNQCLSA-N,9,0.001
"methyl 2-[[(2S)-2-[(1,3-dimethyl-2,4-dioxopteridine-6-carbonyl)amino]-4-methylsulfonylbutanoyl]amino]benzoate",9,2,C22H24N6O8S,101905112,1030,532.526,37,Penilumamide C,193,RJLPKFRRHLDCSV-AWEZNQCLSA-N,10,0
"5-(1,3-dimethyl-2,6-dioxo-1,3-diazinan-4-yl)-N-[(4-fluorophenyl)methyl]-8-hydroxy-1,6-naphthyridine-7-carboxamide",4,2,C22H20FN5O4,5275804,731,437.423,32,CHEMBL198160,116,LGQWHMWVBRHRMJ-UHFFFAOYSA-N,7,0.001
"1,3-dimethyl-2,6-dioxopyrimidine-4-carboxylic acid",1,1,C7H8N2O4,5025211,321,184.149,13,"1,3-Dimethylorotic acid",77.9,ZXDYFTWNWCMEOS-UHFFFAOYSA-N,4,0
"8-bromo-1,3-dimethyl-7-[2-(4-methylphenoxy)ethyl]purine-2,6-dione",4,0,C16H17BrN4O3,991898,498,393.235,24,MLS000548006,67.7,WPBQMUJADFXGOK-UHFFFAOYSA-N,4,0.002
"2-(1,3-dimethyl-2,6-dioxopurin-9-yl)-N-(4-ethylphenyl)acetamide",4,1,C17H19N5O3,975372,546,341.364,25,ZINC00616976,87.5,ZIDZEFUSZSULDI-UHFFFAOYSA-N,4,0.001
,2,3,C25H26N5O6+,16066751,1100,492.503,36,Exiguamine A,146,UEKKREMMIOJMRO-RUZDIDTESA-O,7,0
"6-[4-[4-[(4-bromophenyl)methyl]piperazin-1-yl]sulfonylphenyl]-1,3-dimethyl-5H-pyrrolo[3,2-d]pyrimidine-2,4-dione",5,1,C25H26BrN5O4S,16037920,921,572.474,36,CHEMBL437309,105,WVCKPHZTZFNJBQ-UHFFFAOYSA-N,6,0.002
"8-[[4-(furan-2-carbonyl)piperazin-1-yl]methyl]-1,3-dimethyl-7-pentylpurine-2,6-dione",7,0,C22H30N6O4,4459613,713,442.511,32,SMR000017842,95.1,FJAWQISHDBIWJS-UHFFFAOYSA-N,6,0.001
"1,3-dimethyl-5-[[1-[2-(2-methylpiperidin-1-yl)-2-oxoethyl]indol-3-yl]methylidene]-1,3-diazinane-2,4,6-trione",3,0,C23H26N4O4,2937573,783,422.476,31,AC1MGL44,82.9,POIIIVOKQJQMPF-UHFFFAOYSA-N,4,0.002
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 3-cyclopentylpropanoate",7,1,C16H23N3O5,2469226,593,337.37,24,T5282183,110,XTVRVTFZHKDYNQ-UHFFFAOYSA-N,6,0.001
"9-cyclooctyl-1,3-dimethyl-7,8-dihydro-6H-purino[7,8-a]pyrimidine-2,4-dione",1,0,C18H27N5O2,851051,534,345.439,25,CHEMBL2153612,61.7,YFQITQSJBLXADJ-UHFFFAOYSA-N,4,0.003
"methyl 3-(1,3-dimethyl-2,6-dioxo-7-propan-2-ylpurin-8-yl)oxybenzoate",5,0,C18H20N4O5,1493323,613,372.375,27,SMR000092144,94,DRRZNTKYIFPIEF-UHFFFAOYSA-N,6,0.002
"8-(2-hydroxyethylamino)-1,3-dimethyl-7-(2-phenylethyl)purine-2,6-dione",6,2,C17H21N5O3,2962706,497,343.38,25,"8-[(2-hydroxyethyl)amino]-1,3-dimethyl-7-(2-phenylethyl)-3,7-dihydro-1H-purine-2,6-dione",90.7,HXCRYXUYHRRWBO-UHFFFAOYSA-N,5,0.001
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 2-thiophen-3-ylacetate",6,1,C14H15N3O5S,2418440,589,337.351,23,SMR000062655,138,FCHYFHCFNJHKEV-UHFFFAOYSA-N,7,0
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 6-chloropyridine-3-carboxylate",5,1,C14H13ClN4O5,2419067,620,352.729,24,ZINC03303465,123,LNRVLZVUMSYSLA-UHFFFAOYSA-N,7,0
"7-butyl-8-[[4-(furan-2-carbonyl)piperazin-1-yl]methyl]-1,3-dimethylpurine-2,6-dione",6,0,C21H28N6O4,4416213,697,428.484,31,MLS000101829,95.1,OMSMJYPZMSWJQO-UHFFFAOYSA-N,6,0.001
"ethyl 1,3,8-trimethyl-2,4,7-trioxopteridine-6-carboxylate",3,0,C12H14N4O5,822205,621,294.263,21,AB-323/13887241,99.6,OAPZRHJZUHLSAG-UHFFFAOYSA-N,6,0
,1,1,C22H16BrN3O3,4410990,863,450.284,29,BPIPP,69.7,QSZKQDDYOLAPII-UHFFFAOYSA-N,4,0.003
"N'-(1,3-dimethyl-2,4,5-trioxo-8H-pyrido[2,3-d]pyrimidin-7-yl)acetohydrazide",2,3,C11H13N5O4,823139,592,279.252,20,AC1LGKXB,111,CBNJYXWYLUWZNN-UHFFFAOYSA-N,6,0
"1,3-dimethyl-8-(pyridin-3-ylmethylamino)-7-[[3-(trifluoromethyl)phenyl]methyl]purine-2,6-dione",5,1,C21H19F3N6O2,2979411,708,444.409,32,SMR000082115,83.4,PQUUMFBNVFTRNU-UHFFFAOYSA-N,8,0.002
"N-[1,3-dimethyl-2,4,6-trioxo-5-(trifluoromethyl)-7H-pyrrolo[2,3-d]pyrimidin-5-yl]-3-methylbutanamide",3,2,C14H17F3N4O4,2978631,701,362.304,25,"N-[1,3-dimethyl-2,4,6-trioxo-5-(trifluoromethyl)-2,3,4,5,6,7-hexahydro-1H-pyrrolo[2,3-d]pyrimidin-5-yl]-3-methylbutanamide",98.8,NNCYRJBFMXCZRN-UHFFFAOYSA-N,7,0
"5-[[2-[(2-chloro-1,3-thiazol-5-yl)methoxy]naphthalen-1-yl]methylidene]-1,3-dimethyl-1,3-diazinane-2,4,6-trione",4,0,C21H16ClN3O4S,1485215,722,441.887,30,7R-0600,108,YFGYNPKWBYVYSW-UHFFFAOYSA-N,6,0.004
"5-[2-(4-benzhydrylpiperazin-1-yl)-2-oxoethyl]-1,3-dimethylimidazolidine-2,4-dione",5,0,C24H28N4O3,2954380,646,420.504,31,SMR000076455,64.2,QXMPGENNBTZCSH-UHFFFAOYSA-N,4,0.001
"N-[4-(5-butan-2-yl-1,3-benzoxazol-2-yl)phenyl]-2-(1,3-dimethyl-2,6-dioxopurin-9-yl)acetamide",6,1,C26H26N6O4,2954481,848,486.522,36,MLS000050526,114,NLYNSMYOEMBILH-UHFFFAOYSA-N,6,3.7
,0,0,C17H15N3O2,937357,508,293.319,22,ZINC00531793,45,XEGSMMVSGHNCAT-UHFFFAOYSA-N,2,0.003
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 2-[2-oxo-5-(trifluoromethyl)pyridin-1-yl]acetate;N,N-dimethylformamide",6,1,C19H22F3N5O7,2999931,924,489.402,34,SMR000061641,151,KMDNNUTXIADYEI-UHFFFAOYSA-N,11,
"8-[(4-ethylpiperazin-1-yl)methyl]-1,3-dimethyl-7-(2-phenylethyl)purine-2,6-dione",6,0,C22H30N6O2,2991858,617,410.512,30,AC1MGUID,64.9,SQWYQYZISIFVEJ-UHFFFAOYSA-N,5,0.001
"6-amino-1,3-dimethyl-5-[2-[[3-(2-methylphenyl)-4-oxo-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-2-yl]sulfanyl]acetyl]pyrimidine-2,4-dione",5,1,C25H25N5O4S2,2473313,1050,523.627,36,T5281905,170,ZKKBDCXQUOQARJ-UHFFFAOYSA-N,8,0.004
"6-amino-5-[2-(2,3-dimethylanilino)acetyl]-1,3-dimethylpyrimidine-2,4-dione",4,2,C16H20N4O3,2480606,558,316.355,23,T0519-3958,95.7,JENDXUQVOYTXAD-UHFFFAOYSA-N,5,0.001
"8-[(4-benzhydrylpiperazin-1-yl)methyl]-7-(2-methoxyethyl)-1,3-dimethylpurine-2,6-dione",8,0,C28H34N6O3,3422137,760,502.607,37,"8-{[4-(diphenylmethyl)piperazin-1-yl]methyl}-7-(2-methoxyethyl)-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",74.2,VKWOASKYHXKRSK-UHFFFAOYSA-N,6,0.002
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 4-oxo-3-pentylphthalazine-1-carboxylate",9,1,C22H25N5O6,2483258,926,455.463,33,AC1M8ASV,143,PMNJFNRDALQRHK-UHFFFAOYSA-N,8,0.002
"4,6-dimethyl-1-oxido-[1,2,5]oxadiazolo[3,4-d]pyrimidin-1-ium-5,7-dione",0,0,C6H6N4O4,387470,296,198.136,14,NSC681274,92.1,NXKINPJXIQQAAF-UHFFFAOYSA-N,5,0
"ethyl 2-[8-[(4-benzhydrylpiperazin-1-yl)methyl]-1,3-dimethyl-2,6-dioxopurin-7-yl]acetate",9,0,C29H34N6O4,4385943,850,530.618,39,T5834986,91.2,RMTGWWXYZKUNDE-UHFFFAOYSA-N,7,0.002
"N-(1,3-dimethyl-2,4-dioxobenzo[g]pteridin-8-yl)acetamide",1,1,C14H13N5O3,916048,511,299.284,22,MLS000780387,95.5,JRMBEELGYJQJQY-UHFFFAOYSA-N,5,0
"8-[[4-(4-methoxyphenyl)piperazin-1-yl]methyl]-1,3-dimethyl-7-(3-oxobutan-2-yl)purine-2,6-dione",6,0,C23H30N6O4,2990290,749,454.522,33,SMR000149384,91.2,MJUFUFCODGSLDB-UHFFFAOYSA-N,7,0.001
"9-(4-fluorophenyl)-1,3-dimethyl-7,8-dihydro-6H-purino[7,8-a]pyrimidine-2,4-dione",1,0,C16H16FN5O2,2989630,539,329.328,24,AC1MGPDT,61.7,XXGJQSLIDOPLEK-UHFFFAOYSA-N,5,0.001
"6-(aminomethyl)-5-(2-bromo-5-fluorophenyl)-7-(diethylamino)-1,3-dimethylpyrido[2,3-d]pyrimidine-2,4-dione",5,1,C20H23BrFN5O2,11719625,622,464.331,29,CHEMBL2159192,82.8,KWUIPYRTIGQIQH-UHFFFAOYSA-N,6,0.002
"N-(4-bromophenyl)-2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]acetamide",5,2,C22H19BrN4O4,11684443,691,483.314,31,CHEMBL370378,94.7,AZGRESCKAVVMKU-UHFFFAOYSA-N,4,0.003
"2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]-N-phenylacetamide",5,2,C22H20N4O4,11632785,658,404.418,30,CHEMBL201721,94.7,BUEJCBZTDZRXBI-UHFFFAOYSA-N,4,2.5
"2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]acetic acid",4,2,C16H15N3O5,11645609,532,329.307,24,CHEMBL382413,103,QINAZTQESHGPEW-UHFFFAOYSA-N,5,1.2
"7-amino-6-(aminomethyl)-5-(2-methoxyphenyl)-1,3-dimethylpyrido[2,3-d]pyrimidine-2,4-dione",3,2,C17H19N5O3,11674534,530,341.364,25,CHEMBL2159179,115,CMTNDUWGFAHFSE-UHFFFAOYSA-N,6,0
"2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)-2-methoxyphenoxy]acetic acid",5,2,C17H17N3O6,11674882,585,359.333,26,CHEMBL201547,112,ZYNXTSGMBMELSG-UHFFFAOYSA-N,6,0.001
"7-amino-6-(aminomethyl)-5-(2,4-dichlorophenyl)-1,3-dimethylpyrido[2,3-d]pyrimidine-2,4-dione",2,2,C16H15Cl2N5O2,11581694,551,380.228,25,CHEMBL2159184,106,AGNXPCJOXZWVEM-UHFFFAOYSA-N,5,0.002
"7-amino-6-(aminomethyl)-5-(4-bromophenyl)-1,3-dimethylpyrido[2,3-d]pyrimidine-2,4-dione",2,2,C16H16BrN5O2,11581890,511,390.234,24,CHEMBL2159177,106,GUISYUQVTXSKOA-UHFFFAOYSA-N,5,0.001
"N-(4-bromophenyl)-2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)-3-methoxyphenoxy]acetamide",6,2,C23H21BrN4O5,11642035,746,513.34,33,CHEMBL201750,104,FDOSHTFSNUWZRF-UHFFFAOYSA-N,5,0.003
"7-amino-6-(aminomethyl)-5-(2-bromo-5-fluorophenyl)-1,3-dimethylpyrido[2,3-d]pyrimidine-2,4-dione",2,2,C16H15BrFN5O2,11640120,553,408.225,25,CHEMBL2159188,106,PBOZNYRGRFQUIM-UHFFFAOYSA-N,6,0.001
"N-[(4-chlorophenyl)methyl]-2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)-2-methoxyphenoxy]acetamide",7,2,C24H23ClN4O5,11547533,762,482.916,34,CHEMBL382234,104,VPARIMNKTUNOJB-UHFFFAOYSA-N,5,0.003
"2-[7-amino-6-(aminomethyl)-1,3-dimethyl-2,4-dioxopyrido[2,3-d]pyrimidin-5-yl]benzonitrile",2,2,C17H16N6O2,11544575,601,336.347,25,CHEMBL2159180,129,BPVOKDDONNBGTD-UHFFFAOYSA-N,6,0
"8-[1-[(3-fluorophenyl)methyl]pyrazol-4-yl]-1,3-dimethyl-7H-purine-2,6-dione",3,1,C17H15FN6O2,11544894,578,354.338,26,CHEMBL261722,87.1,HDWMDKHMNFXXDV-UHFFFAOYSA-N,5,0.001
"6-(aminomethyl)-5-(2-bromo-5-fluorophenyl)-1,3-dimethyl-7-(4-methylpiperazin-1-yl)pyrido[2,3-d]pyrimidine-2,4-dione",3,1,C21H24BrFN6O2,11547698,693,491.356,31,CHEMBL2159194,86,PPJPCHRLGTVRBJ-UHFFFAOYSA-N,7,0.001
"2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]-N-(4-nitrophenyl)acetamide",5,2,C22H19N5O6,11554182,772,449.416,33,CHEMBL381214,141,VCPSPVGCIBZGCA-UHFFFAOYSA-N,6,0.002
"2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]-N-phenylpropanamide",5,2,C23H22N4O4,11553509,687,418.445,31,CHEMBL199611,94.7,YRHPMZVDWXFYJY-UHFFFAOYSA-N,4,0.002
"N-(4-cyanophenyl)-2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)-2-methoxyphenoxy]acetamide",6,2,C24H21N5O5,11510891,835,459.454,34,CHEMBL201585,128,CZSIWCHSTUKTMN-UHFFFAOYSA-N,6,0.002
"5-[4-(4-chlorophenyl)-2-(2,4-dimethoxypyrimidin-5-yl)-6-oxo-3-propan-2-yl-4H-pyrrolo[3,4-d]imidazol-5-yl]-1,3-dimethylpyrimidine-2,4-dione",6,0,C26H26ClN7O5,89714852,1010,551.981,39,BDBM6852,123,SQGXSNGEAONPIY-UHFFFAOYSA-N,8,0.002
"6-(aminomethyl)-5-(2-bromo-5-fluorophenyl)-1,3-dimethyl-7-morpholin-4-ylpyrido[2,3-d]pyrimidine-2,4-dione",3,1,C20H21BrFN5O3,11605368,666,478.314,30,CHEMBL2159193,92,PTGQTILYRYFWNL-UHFFFAOYSA-N,7,0.001
"2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]-N-(4-fluorophenyl)propanamide",5,2,C23H21FN4O4,11618962,721,436.435,32,CHEMBL199486,94.7,MIUFQVYUQXLGKH-UHFFFAOYSA-N,5,0.003
"7-amino-6-(aminomethyl)-5-(2,5-dichlorophenyl)-1,3-dimethylpyrido[2,3-d]pyrimidine-2,4-dione",2,2,C16H15Cl2N5O2,11632315,551,380.228,25,CHEMBL2159185,106,PVBIBWAMBOYUKT-UHFFFAOYSA-N,5,0.002
"7-amino-6-(aminomethyl)-5-(2-bromophenyl)-1,3-dimethylpyrido[2,3-d]pyrimidine-2,4-dione",2,2,C16H16BrN5O2,11632502,519,390.234,24,CHEMBL2159182,106,JGBNONXELAWFNR-UHFFFAOYSA-N,5,0.001
"6-(aminomethyl)-5-(2-bromo-5-fluorophenyl)-7-(ethylamino)-1,3-dimethylpyrido[2,3-d]pyrimidine-2,4-dione",4,2,C18H19BrFN5O2,11597271,582,436.278,27,CHEMBL2159191,91.6,PXXXJKLIYAELBV-UHFFFAOYSA-N,6,0.002
"N-[(4-chlorophenyl)methyl]-2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]acetamide",6,2,C23H21ClN4O4,11590537,706,452.89,32,CHEMBL203305,94.7,WPGDHSTZOBGPJX-UHFFFAOYSA-N,4,0.003
"2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]-N-[(3-methoxyphenyl)methyl]acetamide",7,2,C24H24N4O5,11590453,726,448.471,33,CHEMBL199826,104,JCXBQIPCLFPVEW-UHFFFAOYSA-N,5,0.002
"2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]-N-(1-phenylethyl)acetamide",6,2,C24H24N4O4,11590097,702,432.471,32,CHEMBL202828,94.7,SGLDYCXUSGHLPC-UHFFFAOYSA-N,4,0.002
"6-(aminomethyl)-5-(2-bromo-5-fluorophenyl)-1,3-dimethyl-7-(methylamino)pyrido[2,3-d]pyrimidine-2,4-dione",3,2,C17H17BrFN5O2,11589872,567,422.251,26,CHEMBL2159190,91.6,VDWGTMUMUISEGS-UHFFFAOYSA-N,6,0.002
"N-(4-acetylphenyl)-2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]acetamide",6,2,C24H22N4O5,11590411,773,446.455,33,CHEMBL439868,112,XGWSSATXJAYXNU-UHFFFAOYSA-N,5,0.002
"N-(4-cyanophenyl)-2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]acetamide",5,2,C23H19N5O4,11640539,779,429.428,32,CHEMBL382135,119,CBNXOSCGWXMGTB-UHFFFAOYSA-N,5,2.2
"2-[4-(1,3-dimethyl-2,4-dioxo-5H-pyrrolo[3,2-d]pyrimidin-6-yl)phenoxy]-N-(1,3,4-thiadiazol-2-yl)acetamide",5,2,C18H16N6O4S,11611298,658,412.422,29,CHEMBL378815,149,MGZKFAUYVPPYJO-UHFFFAOYSA-N,7,0.001
"7-amino-6-(aminomethyl)-5-(2-chlorophenyl)-1,3-dimethylpyrido[2,3-d]pyrimidine-2,4-dione",2,2,C16H16ClN5O2,11595401,519,345.783,24,CHEMBL2159181,106,IPGCEACLSSMOTO-UHFFFAOYSA-N,5,0.001
"(4-amino-4-oxo-3,3-diphenylbutyl)-methyl-di(propan-2-yl)azanium;2-benzhydryloxy-N,N-dimethylethanamine;(3S)-6,7-dimethoxy-3-[(5R)-4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-3H-2-benzofuran-1-one;N-(4-hydroxyphenyl)acetamide;1,3,7-trimethylpurine-2,6-dione;iodide;dihydrochloride",19,5,C78H98Cl2IN9O13,11979875,1710,1567.475,103,Neo-fluvaleas,239,CLTCQDDJTQKTCU-RVZXQBPESA-N,17,
